ArticleTitle	Question	Answer	DifficultyFromQuestioner	DifficultyFromAnswerer	ArticleFile
Calvin_Coolidge		NULL	NULL	NULL	data/set3/a9
Calvin_Coolidge	Was 364 Stone later appointed Chief Justice by President Franklin D. Roosevelt ?	NULL	NULL	NULL	data/set3/a9
"Calvin_Coolidge	Did Coolidge not publish his autobiography in 1929 and write a syndicated newspaper column , `` Calvin Coolidge Says , '' from 1930 -- 1931 ?	NULL	NULL	NULL	data/set3/a9"
"Calvin_Coolidge	Were the more well-known Coolidges , such as architect Charles Allerton Coolidge , and diplomat Archibald Cary Coolidge , descended from other branches of the family that had stayed in Massachusetts ?	NULL	NULL	NULL	data/set3/a9"
Calvin_Coolidge	Is the genius of the average the most convincing proof of $ his strength?	NULL	NULL	NULL	data/set3/a9
Calvin_Coolidge	What happened from tuberculosis?	NULL	NULL	NULL	data/set3/a9
"Calvin_Coolidge	What happened from black river academy , vermont?	NULL	NULL	NULL	data/set3/a9"
Canada	Did France cede nearly all of its colonies in Europe in 1763?	Yes.	easy	easy	data/set2/a8
Canada	Did France cede nearly all of its colonies in Europe in 1763?	yes	easy	easy	data/set2/a8
Canada	Did France cede nearly all of its colonies in Europe in 1763?	NULL	easy	NULL	data/set2/a8
Canada	Is Canada a member of the OECD?	Yes.	easy	easy	data/set2/a8
Canada	Is Canada a member of the OECD?	yes	easy	easy	data/set2/a8
Canada	Is Canada a member of the OECD?	NULL	easy	NULL	data/set2/a8
Canada	Is Canada's official language Zulu?	No.	easy	easy	data/set2/a8
Canada	Is Canada's official language Zulu?	no	easy	easy	data/set2/a8
Canada	Is Canada's official language Zulu?	NULL	easy	NULL	data/set2/a8
Canada	What is one significant non-official language?	Chinese.	medium	medium	data/set2/a8
Canada	What is one significant non-official language?	Chinese	medium	medium	data/set2/a8
Canada	What is one significant non-official language?	NULL	medium	NULL	data/set2/a8
"Canada	In addition to Port Royal, where else did Samuel de Champlain establish a settlement?	Quebec City	medium	medium	data/set2/a8"
"Canada	In addition to Port Royal, where else did Samuel de Champlain establish a settlement?	NULL	medium	NULL	data/set2/a8"
Canada	What was the Consitution Act formerly called?	The British North America Act.	medium	hard	data/set2/a8
Canada	What was the Consitution Act formerly called?	British North America Act	medium	medium	data/set2/a8
Canada	What was the Consitution Act formerly called?	NULL	medium	NULL	data/set2/a8
Canada	Which countries established colonies in Canada?	France and Britain.	hard	hard	data/set2/a8
Canada	Which countries established colonies in Canada?	Fance and Britain	hard	hard	data/set2/a8
Canada	Which countries established colonies in Canada?	NULL	hard	NULL	data/set2/a8
"Canada	How has Canada helped UN peacekeeping efforts?	During the Suez Crisis of 1956, Lester B. Pearson eased tensions by proposing the inception of the United Nations Peacekeeping Force. Canada has since served in 50 peacekeeping missions, including every UN peacekeeping effort until 1989	hard	medium	data/set2/a8"
"Canada	How has Canada helped UN peacekeeping efforts?	Canada has played a leading role in UN peacekeeping efforts. During the Suez Crisis of 1956, Lester B. Pearson eased tensions by proposing the inception of the United Nations Peacekeeping Force. Canada has since served in 50 peacekeeping missions, including every UN peacekeeping effort until 1989	hard	hard	data/set2/a8"
Canada	How has Canada helped UN peacekeeping efforts?	NULL	hard	NULL	data/set2/a8
Canada	What percentage of the population don't speak English or French at home?	28%	hard	too hard	data/set2/a8
Canada	What percentage of the population don't speak English or French at home?	1.5%	hard	hard	data/set2/a8
Canada	What percentage of the population don't speak English or French at home?	NULL	hard	NULL	data/set2/a8
Canada	Is Canada bilingual?	Yes.	easy	easy	data/set2/a8
"Canada	Is Canada bilingual?	Yes, it is.	easy	easy	data/set2/a8"
Canada	Did Canadian soldiers win the Battle of Vimy Ridge in 1917?	Yes	easy	easy	data/set2/a8
"Canada	Did Canadian soldiers win the Battle of Vimy Ridge in 1917?	No, it did not.	easy	hard	data/set2/a8"
Canada	Is an official language of Canada German?	No.	easy	easy	data/set2/a8
"Canada	Is an official language of Canada German?	No, it is not.	easy	easy	data/set2/a8"
Canada	How many provinces and territories does Canada have?	A federation now comprising ten provinces and three territories	medium	medium	data/set2/a8
Canada	How many provinces and territories does Canada have?	Ten provinces and three territories	medium	medium	data/set2/a8
"Canada	What is Canada's national unemployment rate?	While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years. Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador. 	medium	medium	data/set2/a8"
"Canada	What is Canada's national unemployment rate?	In October 2007, Canada's national unemployment rate is 5.9%.	medium	medium	data/set2/a8"
Canada	Where is the most densely populated part of Canada?	The most densely populated part of the country is the Quebec City-Windsor Corridor along the Great Lakes and Saint Lawrence River in the southeast.	medium	medium	data/set2/a8
Canada	Where is the most densely populated part of Canada?	The most densely populated part of the country is the Quebec City-Windsor Corridor along the Great Lakes and Saint Lawrence River in the southeast.	medium	medium	data/set2/a8
"Canada	What is the largest country in the world?	Canada is the second largest country in the world, after Russia, and largest on the continent.	hard	medium	data/set2/a8"
Canada	What is the largest country in the world?	Russia.	hard	hard	data/set2/a8
"Canada	What is the largest religious group in Canada?	According to 2001 census, 77.1% of Canadians identified as being Christians; of this, Catholics make up the largest group (43.6% of Canadians). The largest Protestant denomination is the United Church of Canada; about 16.5% of Canadians declare no religious affiliation, and the remaining 6.3% were affiliated with religions other than Christianity, of which the largest is Islam numbering 1.9%, followed by Judaism: 1.1%. 	hard	hard	data/set2/a8"
Canada	What is the largest religious group in Canada?	Christian	hard	hard	data/set2/a8
Canada	When did Canada have one of the largest armed forces in the world?	1944.	hard	hard	data/set2/a8
Canada	When did Canada have one of the largest armed forces in the world?	World War II.	hard	hard	data/set2/a8
Canada	What have been inhabited for millennia by aboriginal peoples?	The lands	NULL	easy	data/set2/a8
Canada	European books and maps began referring to this region as Canada in what year?	1545	NULL	easy	data/set2/a8
Canada	What was Canada's most important industry until the 1800s?	The fur trade	NULL	easy	data/set2/a8
Canada	Is it true that it angered many residents of the thirteen colonies?	yes	NULL	easy	data/set2/a8
Canada	How do cuba and declining participation relate?	Canada maintains full relations with both.	NULL	easy	data/set2/a8
Canada	Is it true that provinces have a large degree of autonomy?	yes	NULL	easy	data/set2/a8
Canada	What did Canada adopt in 1965?	The Maple Leaf Flag	NULL	medium	data/set2/a8
Canada	What arrived in Britain?	The first Canadian Army units in WW II	NULL	easy	data/set2/a8
Canada	Are Canada 's two official languages English and French ?	yes	NULL	easy	data/set2/a8
Canada	Are Canada 's official national sports ice hockey ( winter ) and lacrosse ( summer ) ?	yes	NULL	easy	data/set2/a8
Canada	Is Canada a geographically vast and ethnically diverse country ?	yes	NULL	easy	data/set2/a8
Canada	Did Mainland Nova Scotia not come under British rule with the Treaty of Utrecht    (: ; ?	no!	NULL	easy	data/set2/a8
"Canada	Did Cartier not use the word ` Canada ' to refer to not only that village , but the entire area subject to Donnacona , Chief at Stadacona ?	yes	NULL	easy	data/set2/a8"
Canada	Did continental European immigrants not settle the prairies ?	no	NULL	easy	data/set2/a8
Canada	Is it the world 's second largest country by total area?	yes	NULL	easy	data/set2/a8
"Canada	What happened in 1867?	Canada was formed as a federal, semi-autonomous polity	NULL	easy	data/set2/a8"
duck	Are ducks in the Arctic Northern Hemisphere migratory?	Some are	easy	medium	data/set1/a10
duck	Are ducks in the Arctic Northern Hemisphere migratory?	yes	easy	easy	data/set1/a10
duck	Is a drake a male?	Yes	easy	medium	data/set1/a10
duck	Is a drake a male?	yes	easy	easy	data/set1/a10
"duck	Do all ducks ""quack""?	No	easy	medium	data/set1/a10"
"duck	Do all ducks ""quack""?	no	easy	easy	data/set1/a10"
duck	What is the name of a specialized species of duck adapted to catch large fish?	the smew	medium	medium	data/set1/a10
duck	What animal attracts the most humor and silliness?	The duck	medium	medium	data/set1/a10
duck	What animal attracts the most humor and silliness?	the duck	medium	medium	data/set1/a10
duck	What is an economic use of a duck?	Meat	medium	medium	data/set1/a10
duck	What is an economic use of a duck?	being farmed for their meat	medium	medium	data/set1/a10
duck	Who is Daffy Duck?	A silly cartoon character	hard	hard	data/set1/a10
duck	Who is Daffy Duck?	a silly cartoon character	hard	medium	data/set1/a10
duck	What makes it more difficult for a diving duck to fly?	They are heavier	hard	hard	data/set1/a10
duck	What makes it more difficult for a diving duck to fly?	they are heavier	hard	hard	data/set1/a10
"duck	What are the reasons for hunting wild ducks?	Meat, eggs, and feathers	hard	too hard	data/set1/a10"
duck	Do ducks forage underwater?	yes	easy	easy	data/set1/a10
duck	Do ducks forage underwater?	Diving ducks and sea ducks forage underwater	easy	hard	data/set1/a10
"duck	Do all ducks ""quack""?	no	easy	medium	data/set1/a10"
"duck	Do all ducks ""quack""?	No	easy	easy	data/set1/a10"
duck	Is foie gras often made from ducks?	yes	easy	easy	data/set1/a10
duck	Is foie gras often made from ducks?	Yes	easy	easy	data/set1/a10
"duck	What economic uses to ducks have?	They are farmed for their meat, eggs and feathers. They are also kept and bred by aviculturists and often displayed in zoos.	medium	medium	data/set1/a10"
"duck	What economic uses to ducks have?	They can be farmed for meat, eggs, and feathers	medium	hard	data/set1/a10"
duck	What kind of ducks feed on land?	Dabbling ducks	medium	easy	data/set1/a10
duck	What kind of ducks feed on land?	Dabbling ducks feed on land	medium	medium	data/set1/a10
"duck	What unrelated water birds are ducks sometimes confused with?	loons or divers, grebes, gallinules, and coots	medium	easy	data/set1/a10"
"duck	What unrelated water birds are ducks sometimes confused with?	loons or divers, grebes, gallinules, and coots	medium	medium	data/set1/a10"
duck	What does the word duck mean?	It is the common name for a number of species in the Anatidae family of birds.	hard	hard	data/set1/a10
duck	What does the word duck mean?	to bend down low as if to get under something	hard	hard	data/set1/a10
"duck	What are some common predators of ducks?	Pike, crocodilians, herons, hawks and eagles.	hard	hard	data/set1/a10"
"duck	What are some common predators of ducks?	pike, crocodilians, and other aquatic hunters	hard	hard	data/set1/a10"
"duck	How does a Mallard's tongue work?	It's tongue is a flat plate, and on the tongue's back end is a short liftable flap with about 18 short spikes for pushing struggling prey and other food down its throat	hard	hard	data/set1/a10"
duck	How does a Mallard's tongue work?	It uses short spikes to push struggling prey and other food down its throat	hard	hard	data/set1/a10
duck	Are diving ducks heavier tha dabbling ducks?	Yes	easy	easy	data/set1/a10
duck	Are diving ducks heavier tha dabbling ducks?	Yes	easy	easy	data/set1/a10
duck	Are adult ducks fast fliers?	Yes	easy	easy	data/set1/a10
duck	Are adult ducks fast fliers?	Yes	easy	easy	data/set1/a10
duck	Are ducks an accepted presence in some populated areas?	Yes	easy	easy	data/set1/a10
duck	Are ducks an accepted presence in some populated areas?	Yes	easy	easy	data/set1/a10
"duck	What types of unrelated water birds with similar forms are ducks sometimes confused with?	loons or divers, grebes, gallinules, and coots	medium	medium	data/set1/a10"
"duck	What types of unrelated water birds with similar forms are ducks sometimes confused with?	loons or divers, grebes, gallinules, and coots	medium	medium	data/set1/a10"
duck	Why are ducklings particularly vulnerable?	Their inability to fly.	medium	medium	data/set1/a10
duck	Why are ducklings particularly vulnerable?	their inability to fly makes them easy prey	medium	medium	data/set1/a10
"duck	What are some economic uses for duck?	Meat,eggs,feathers	medium	medium	data/set1/a10"
"duck	What are some economic uses for duck?	being farmed for their meat, eggs, feathers, (particularly their down)	medium	medium	data/set1/a10"
duck	What allows a duck to filter water out of the side of their beaks and keep food inside?	Tiny rows of plates called lamellae	hard	hard	data/set1/a10
duck	What allows a duck to filter water out of the side of their beaks and keep food inside?	tiny rows of plates called lamellae like a whale's baleen	hard	hard	data/set1/a10
duck	What expression is part of a conceptual framework for testing computer systems?	Quacks like a duck	hard	hard	data/set1/a10
duck	What expression is part of a conceptual framework for testing computer systems?	Quacks like a duck	hard	hard	data/set1/a10
"duck	Where did the expression ""a sitting duck"" come from?	In many areas, wild duckof various species (including ducks farmed and released into the wild) are hunted for food or sport, by shooting, or formerly by decoys.	hard	hard	data/set1/a10"
"duck	Where did the expression ""a sitting duck"" come from?	In many areas, wild ducks of various species (including ducks farmed and released into the wild) are hunted for food or sport, by shooting, or formerly by decoys.	hard	hard	data/set1/a10"
Egypt	Is Egypt bordered by the Gaza Strip?	yes	easy	easy	data/set2/a6
Egypt	Is Egypt bordered by the Gaza Strip?	Yes	easy	medium	data/set2/a6
Egypt	Is Egypt the most populated country in Africa?	no	easy	medium	data/set2/a6
Egypt	Is Egypt the most populated country in Africa?	No	easy	easy	data/set2/a6
Egypt	Does Egypt have political influence in the Middle East?	yes	easy	easy	data/set2/a6
Egypt	Does Egypt have political influence in the Middle East?	Yes	easy	medium	data/set2/a6
Egypt	When was the Six Day War?	1967	medium	easy	data/set2/a6
Egypt	When was the Six Day War?	1967	medium	medium	data/set2/a6
"Egypt	What religions has Egypt outlawed?	All but Christianity, Islam, and Judaism	medium	hard	data/set2/a6"
"Egypt	What religions has Egypt outlawed?	all religions and belief except Islam, Christianity and Judaism	medium	medium	data/set2/a6"
Egypt	What is the poulation of Egypt?	more than 78 million	medium	easy	data/set2/a6
Egypt	What is the poulation of Egypt?	78 million people	medium	hard	data/set2/a6
"Egypt	Why does most of Egypt's population live near the Nile?	the only arable agricultural land is found there,	hard	medium	data/set2/a6"
Egypt	Why does most of Egypt's population live near the Nile?	The only arable agricultural land is found there	hard	hard	data/set2/a6
Egypt	Are there a large number of Jews living in Egypt today?	no	hard	medium	data/set2/a6
Egypt	Are there a large number of Jews living in Egypt today?	No	hard	hard	data/set2/a6
Egypt	During what period was Akhenaten a Pharaoh?	The New Kingdom (c.1550&#8722;1070 BC) 	hard	hard	data/set2/a6
Egypt	During what period was Akhenaten a Pharaoh?	The New Kingdom	hard	hard	data/set2/a6
Egypt	Is Egypt in Asia?	No.	easy	easy	data/set2/a6
Egypt	Does Egypt receive the least rainfall in the world?	Yes.	easy	easy	data/set2/a6
Egypt	Does Egypt receive the least rainfall in the world?	Yes	easy	easy	data/set2/a6
Egypt	Does Egypt's foreign policy operates along moderate lines?	Yes.	easy	easy	data/set2/a6
Egypt	Does Egypt's foreign policy operates along moderate lines?	Yes	easy	easy	data/set2/a6
Egypt	Since when has Egypt been a republic?	June 18 1953.	medium	medium	data/set2/a6
Egypt	Since when has Egypt been a republic?	June 18 1953	medium	medium	data/set2/a6
Egypt	When were the Great Sphinx and the Pyramids of Giza built?	During the Old Kingdom.	medium	medium	data/set2/a6
Egypt	When were the Great Sphinx and the Pyramids of Giza built?	During the Old Kingdom	medium	medium	data/set2/a6
"Egypt	What countries border Egypt?	Libya, Sudan, the Gaza Strip and Israel.	medium	hard	data/set2/a6"
"Egypt	What countries border Egypt?	Libya, Sudan, the Gaza Strip and Israel	medium	hard	data/set2/a6"
Egypt	What is the estimated population of Egypt?	More than 78 million.	hard	hard	data/set2/a6
Egypt	What is the estimated population of Egypt?	78 million	hard	hard	data/set2/a6
Egypt	Does snow fall in Egypt?	Yes.	hard	hard	data/set2/a6
Egypt	Does snow fall in Egypt?	Yes	hard	hard	data/set2/a6
Egypt	When did organized agriculture appear in the Nile Valley?	6000 BC.	hard	medium	data/set2/a6
Egypt	When did organized agriculture appear in the Nile Valley?	About 6000 BC	hard	medium	data/set2/a6
elephant	Are elephants the largest land animals alive today?	yes	easy	easy	data/set1/a5
elephant	Are elephants the largest land animals alive today?	yes	easy	easy	data/set1/a5
elephant	Can an elephant kill a rhinoceros?	yes	easy	hard	data/set1/a5
elephant	Can an elephant kill a rhinoceros?	yes	easy	easy	data/set1/a5
elephant	Are elephants good swimmers?	yes	easy	easy	data/set1/a5
elephant	Are elephants good swimmers?	yes	easy	easy	data/set1/a5
elephant	How many living species of African Elephants are there?	2	medium	hard	data/set1/a5
"elephant	How many living species of African Elephants are there?	The African Elephant genus contains two (or, arguably, three) living species.	medium	medium	data/set1/a5"
elephant	How long may elephants live?	70 years	medium	medium	data/set1/a5
"elephant	How long may elephants live?	As long as 70 years, sometimes longer.	medium	medium	data/set1/a5"
elephant	Why does the phrase 'elephants never forget' have no metaphorical meaning?	it refers literally to elephants supposedly having an excellent memory	medium	hard	data/set1/a5
elephant	Why does the phrase 'elephants never forget' have no metaphorical meaning?	Because it refers literally to elephants supposedly having an excellent memory.	medium	medium	data/set1/a5
elephant	How many living species of Asian Elephants are there?	1	hard	hard	data/set1/a5
elephant	How many living species of Asian Elephants are there?	one	hard	medium	data/set1/a5
elephant	How much do elephants weight at birth?	120 kilograms	hard	medium	data/set1/a5
elephant	How much do elephants weight at birth?	At birth it is common for an elephant calf to weigh 120 kilograms (265 lb).	hard	medium	data/set1/a5
elephant	What did Aristotle say about elephants?	the beast which passeth all others in wit and mind	hard	hard	data/set1/a5
"elephant	What did Aristotle say about elephants?	Aristotle once said the elephant was ""the beast which passeth all others in wit and mind.""	hard	medium	data/set1/a5"
elephant	Are elephant populations in West Africa generally small and fragmented?	yes	easy	easy	data/set1/a5
elephant	Are elephant populations in West Africa generally small and fragmented?	Yes	easy	easy	data/set1/a5
elephant	Is the Asian elephant larger than the African?	no	easy	easy	data/set1/a5
elephant	Is the Asian elephant larger than the African?	Sometimes	easy	too hard	data/set1/a5
elephant	Is an elephant's skin tough?	yes	easy	easy	data/set1/a5
elephant	Is an elephant's skin tough?	Yes	easy	easy	data/set1/a5
elephant	How do elephants communicate over long distances?	by producing and receiving low frequency sound	medium	medium	data/set1/a5
elephant	How do elephants communicate over long distances?	By producing and receiving low-frequency sound (infrasound)	medium	medium	data/set1/a5
elephant	When do African elephants lie down?	when they are sick or wounded	medium	medium	data/set1/a5
elephant	How long is the elephant's gestation period?	22 months	medium	medium	data/set1/a5
elephant	How long is the elephant's gestation period?	22 months	medium	medium	data/set1/a5
elephant	How many species of African elephants have been proposed?	three	hard	hard	data/set1/a5
elephant	How many species of African elephants have been proposed?	three	hard	hard	data/set1/a5
elephant	What are the elephant's ears important for?	temperature regulation	hard	medium	data/set1/a5
elephant	What are the elephant's ears important for?	temperature regulation	hard	hard	data/set1/a5
elephant	What land animal has the largest brain?	elephant	hard	medium	data/set1/a5
elephant	What land animal has the largest brain?	The elephant	hard	hard	data/set1/a5
elephant	Are elephants mammals?	yes	easy	easy	data/set1/a5
elephant	Are elephants mammals?	Yes	easy	easy	data/set1/a5
elephant	Have elephants been used as working animals?	yes	easy	easy	data/set1/a5
elephant	Have elephants been used as working animals?	Yes	easy	easy	data/set1/a5
elephant	Do they prefer forested areas?	Yes	easy	easy	data/set1/a5
elephant	Do they prefer forested areas?	Yes	easy	easy	data/set1/a5
elephant	What is the world population of Asian elephants?	60000	medium	medium	data/set1/a5
"elephant	What is the world population of Asian elephants?	The world population of Asian elephants – also called Indian Elephants or Elephas maximus – is estimated to be around 60,000	medium	medium	data/set1/a5"
elephant	What part of an elephant is very important for temperature regulation?	Ears	medium	medium	data/set1/a5
elephant	What part of an elephant is very important for temperature regulation?	The large flapping ears of an elephant are also very important for temperature regulation.	medium	medium	data/set1/a5
elephant	Where was the largest elephant ever recorded shot?	Angola	medium	medium	data/set1/a5
elephant	Where was the largest elephant ever recorded shot?	The largest elephant ever recorded was shot in Angola in 1956.	medium	medium	data/set1/a5
elephant	Is an Asian elephant smaller than an African elephant?	yes	hard	hard	data/set1/a5
elephant	Is an Asian elephant smaller than an African elephant?	Yes	hard	easy	data/set1/a5
elephant	What land animal is larger than an elephant?	None	hard	hard	data/set1/a5
"elephant	What land animal is larger than an elephant?	None, the elephant is the largest land animal.	hard	hard	data/set1/a5"
elephant	Has tusklessness become a rare abnormality?	No	hard	hard	data/set1/a5
"elephant	Has tusklessness become a rare abnormality?	No, tusklessness has become a widespread hereditary trait. 	hard	hard	data/set1/a5"
Finland	Were the treaties signed in 1947 and 1948 with the Ukraine?	no	easy	easy	data/set2/a4
Finland	Were the treaties signed in 1947 and 1948 with the Ukraine?	No	easy	easy	data/set2/a4
Finland	Is Finnish a member of the Baltic-Finnic subgroup of the Uralic languages?	yes	easy	easy	data/set2/a4
Finland	Is Finnish a member of the Baltic-Finnic subgroup of the Uralic languages?	Yes	easy	easy	data/set2/a4
Finland	Is the most read newspaper in Finland Taloussanomat?	no	easy	easy	data/set2/a4
Finland	Is the most read newspaper in Finland Taloussanomat?	No	easy	easy	data/set2/a4
Finland	Which Russian army general conquered Finland in 1809?	Alexander I	medium	hard	data/set2/a4
Finland	Which Russian army general conquered Finland in 1809?	Alexander I	medium	medium	data/set2/a4
Finland	What is the life expectancy for men in Finland?	75 years	medium	medium	data/set2/a4
Finland	What is the life expectancy for men in Finland?	75 years	medium	medium	data/set2/a4
"Finland	In what year were the ""Games of the XV Olympiad"" held?	1952	medium	medium	data/set2/a4"
"Finland	In what year were the ""Games of the XV Olympiad"" held?	1952	medium	medium	data/set2/a4"
Finland	What body of water lies to the south of Finland?	the Gulf of Finland	hard	hard	data/set2/a4
Finland	What body of water lies to the south of Finland?	Archipelago Sea	hard	hard	data/set2/a4
"Finland	Name an animal that is growing in number due to recent conservation efforts	Golden Eagle, Brown Bear, or Eurasian Lynx (Change imperative to interrogative)	hard	hard	data/set2/a4"
Finland	Name an animal that is growing in number due to recent conservation efforts	Golden Eagle	hard	hard	data/set2/a4
"Finland	Today, are there more cell phone subscriptions than people in Finland?	yes	hard	too hard	data/set2/a4"
"Finland	Today, are there more cell phone subscriptions than people in Finland?	Yes	hard	hard	data/set2/a4"
Finland	Is Matti Vanhanen the Prime Minister of Finland?	yes	easy	easy	data/set2/a4
Finland	Is Matti Vanhanen the Prime Minister of Finland?	Yes	easy	easy	data/set2/a4
Finland	Is the capital city Oslo?	no	easy	easy	data/set2/a4
Finland	Is the capital city Oslo?	No	easy	easy	data/set2/a4
Finland	Does it have a border with Norway?	yes	easy	medium	data/set2/a4
Finland	Does it have a border with Norway?	Yes	easy	easy	data/set2/a4
Finland	What is the life expectancy for men?	75 years	medium	medium	data/set2/a4
Finland	What is the life expectancy for men?	75 years	medium	medium	data/set2/a4
Finland	What is the biggest city in Finland?	Greater Helsinki	medium	hard	data/set2/a4
Finland	What is the biggest city in Finland?	the cities of the Greater Helsinki metropolitan area	medium	hard	data/set2/a4
Finland	Who is the most popular rock group in Finland?	CMX	medium	medium	data/set2/a4
Finland	Who is the most popular rock group in Finland?	CMX	medium	hard	data/set2/a4
"Finland	What is Finland's economy like?	a highly industrialised, free-market economy	hard	medium	data/set2/a4"
Finland	Where is Finland located?	Northern Europe	hard	medium	data/set2/a4
Finland	Where is Finland located?	Northern Europe	hard	hard	data/set2/a4
Finland	What is the weather like in summer?	relatively warm	hard	medium	data/set2/a4
Finland	What is the weather like in summer?	relatively warm	hard	medium	data/set2/a4
Finland	Does salmon remain the favorite of fly rod enthusiasts?	Yes	easy	easy	data/set2/a4
Finland	Does salmon remain the favorite of fly rod enthusiasts?	Yes	easy	easy	data/set2/a4
Finland	Are there cathedrals scattered all across Finland?	Yes	easy	easy	data/set2/a4
Finland	Are there cathedrals scattered all across Finland?	Yes	easy	easy	data/set2/a4
"Finland	According to Reader's Digest, is Finland best for living?	Yes	easy	easy	data/set2/a4"
"Finland	According to Reader's Digest, is Finland best for living?	Yes	easy	easy	data/set2/a4"
Finland	When did the first verifiable written documents appear?	Twelfth Century	medium	medium	data/set2/a4
Finland	When did the first verifiable written documents appear?	 The first verifiable written documents appeared in the twelfth century. 	medium	medium	data/set2/a4
Finland	What is the capital city?	Helsinki	medium	medium	data/set2/a4
Finland	What is the capital city?	The capital city is Helsinki. 	medium	medium	data/set2/a4
Finland	What is the most extensively celebrated holiday?	Christmas	medium	medium	data/set2/a4
Finland	What is the most extensively celebrated holiday?	Christmas is the most extensively celebrated holiday.	medium	medium	data/set2/a4
Finland	Does a large proportion of the population speak Swedish as its mother tongue?	No	hard	hard	data/set2/a4
Finland	Do women live longer than men?	Yes	hard	hard	data/set2/a4
Finland	Do women live longer than men?	Yes	hard	hard	data/set2/a4
Finland	What is a country with which Finland is involved in an international conflict?	None	hard	hard	data/set2/a4
Finland	What is a country with which Finland is involved in an international conflict?	Finland is not involved in international conflicts or border disputes. 	hard	hard	data/set2/a4
Finland	What is Helsinki?	NULL	NULL	NULL	data/set2/a4
Finland	What is concentrated in the southern part of the country?	NULL	NULL	NULL	data/set2/a4
Finland	What is spoken natively by a 5.5 percent minority?	NULL	NULL	NULL	data/set2/a4
Finland	What do jari litmanen and sami hyypiä have in common?	NULL	NULL	NULL	data/set2/a4
Finland	Is it true that he composed finlandia in 1899?	NULL	NULL	NULL	data/set2/a4
Finland	Is it true that it has borders with sweden?	NULL	NULL	NULL	data/set2/a4
Finland	What did Finland join in 1995?	NULL	NULL	NULL	data/set2/a4
Finland	Is finnish culture indigenous?	NULL	NULL	NULL	data/set2/a4
Finland	Is finnish architecture famous?	NULL	NULL	NULL	data/set2/a4
Finland	What situated in Northern?	NULL	NULL	NULL	data/set2/a4
Finland	What arrived in Finland?	NULL	NULL	NULL	data/set2/a4
Finland	What ceded by Finland?	NULL	NULL	NULL	data/set2/a4
Finland	Lunch is what?	NULL	NULL	NULL	data/set2/a4
"Finland	Who is the autonomous Åland Islands , where Finnish is not compulsory due to Swedish being the sole official languageuage of the province . ?",NULL,NULL,NULL,data/set2/a4
Finland,The earliest people were what?,NULL,NULL,NULL,data/set2/a4
Finland,Are Various sporting events popular in Finland ?,NULL,NULL,NULL,data/set2/a4
Finland,Are all official holidays in Finland established by acts of Parliament ?,NULL,NULL,NULL,data/set2/a4
Finland,Are the people of Finland accustomed to technology and information services ?,NULL,NULL,NULL,data/set2/a4
Finland,"Was one of the most productive composers of popular music Toivo Kärki , and the most famous singer Olavi Virta -LRB- 1915 -- 1972 -RRB- ?",NULL,NULL,NULL,data/set2/a4
Finland,Do 79 percent of the population not use the Internet ?,NULL,NULL,NULL,data/set2/a4
Finland,Did the relationship between the Grand Duchy and the Russian Empire not sour when the Russian government made moves to restrict Finnish autonomy ?,NULL,NULL,NULL,data/set2/a4
Finland,"Is finland , officially the republic of finland (`` `` republic of finland ('' '' , or (`` `` suomen tasavalta ('' '' in finnish and (`` `` republiken finland ('' '' in swedish , the long protocol name , which is not defined by the law?",NULL,NULL,NULL,data/set2/a4
Finland,Is the capital city helsinki?,NULL,NULL,NULL,data/set2/a4
Finland,"Is finland a democratic , parliamentary republic?",NULL,NULL,NULL,data/set2/a4
Gerald_Ford,Was Ford a member of the House of Representatives?,Yes,easy,easy,data/set3/a10
Gerald_Ford,Was Ford a member of the House of Representatives?,yes,easy,easy,data/set3/a10
Gerald_Ford,For how long was Ford a member of the House of Representatives?,Over eight years.,medium,medium,data/set3/a10
Gerald_Ford,For how long was Ford a member of the House of Representatives?,Ford served for over eight years as the Republican Minority Leader of the United States House of Representatives,medium,medium,data/set3/a10
Gerald_Ford,Was Gerald Ford a member of Delta Kappa Epsilon?,Yes,easy,easy,data/set3/a10
Gerald_Ford,Was Gerald Ford a member of Delta Kappa Epsilon?,Yes,easy,easy,data/set3/a10
Gerald_Ford,"Did ford get an award called ""Congressman's congressman""?",Yes,easy,easy,data/set3/a10
Gerald_Ford,"Did ford get an award called ""Congressman's congressman""?",No,easy,medium,data/set3/a10
Gerald_Ford,Did ford attend the University of Michigan?,Yes,easy,easy,data/set3/a10
Gerald_Ford,Did ford attend the University of Michigan?,Yes,easy,easy,data/set3/a10
Gerald_Ford,What positions Ford played in the school football team?,Center and linebacker,medium,medium,data/set3/a10
Gerald_Ford,What positions Ford played in the school football team?,Captain,medium,hard,data/set3/a10
Gerald_Ford,What did Ford say about his biological father?,He was abusive and had a history of hitting his mother.,medium,medium,data/set3/a10
Gerald_Ford,What did Ford say about his biological father?,his biological father was abusive and had a history of hitting his mother,medium,medium,data/set3/a10
Gerald_Ford,Who did Ford nominate for Vice President?,Bob Dole,medium,hard,data/set3/a10
Gerald_Ford,Who did Ford nominate for Vice President?,Nelson Rockefeller,medium,medium,data/set3/a10
